id,section,difficulty,topic,question,A,B,C,D,answer
SAP_SD_579,SAP Engineer,Easy,SD,What is a quotation in SD?,An offer to a customer specifying price and conditions,A sales order,An inquiry,A contract,A
SAP_SD_580,SAP Engineer,Easy,SD,What is an inquiry in SD?,Customer's request for information about products/prices (before quotation),A quotation,A sales order,A delivery,A
SAP_SD_581,SAP Engineer,Easy,SD,What is a sales contract in SD?,Long-term agreement with customer for goods or services,A sales order,A quotation,A billing document,A
SAP_SD_582,SAP Engineer,Easy,SD,What is a delivery document in SD?,Document authorizing picking and shipping of goods to customer,A sales order,A billing document,A transport document,A
SAP_SD_583,SAP Engineer,Easy,SD,What is transaction VL01N?,Create Outbound Delivery,Create sales order,Create billing,Create transfer order,A
SAP_SD_584,SAP Engineer,Medium,SD,What is a transfer order in WM?,Instruction to move goods within a warehouse to fulfill a delivery,A delivery,A sales order,A GI document,A
SAP_SD_585,SAP Engineer,Easy,SD,What is goods issue (GI) in SD?,Reducing stock when goods are shipped to customer,Goods receipt,Transfer posting,Billing,A
SAP_SD_586,SAP Engineer,Easy,SD,What is transaction VF01?,Create Billing Document,Create delivery,Create sales order,Create transfer order,A
SAP_SD_587,SAP Engineer,Easy,SD,What is a billing document in SD?,"Document (invoice, credit memo, debit memo) sent to customer for payment",A delivery document,A sales order,A GI document,A
SAP_SD_588,SAP Engineer,Hard,SD,What is a proforma invoice?,"A preliminary invoice before actual billing, often used for export",A commercial invoice,A credit memo,A billing document,A
SAP_SD_589,SAP Engineer,Easy,SD,What is a credit memo in SD?,Reduces a customer's accounts receivable balance,A debit memo,An invoice,A sales return,A
SAP_SD_590,SAP Engineer,Easy,SD,What is a debit memo in SD?,Increases a customer's accounts receivable balance,A credit memo,An invoice,A returns order,A
SAP_SD_591,SAP Engineer,Medium,SD,What is a returns order in SD?,Sales order for goods being returned by a customer,A complaints order,A credit memo request,A returns delivery,A
SAP_SD_592,SAP Engineer,Medium,SD,What is a condition type in SD pricing?,"Pricing element (price, discount, freight, tax) in a sales order",A document type,A partner function,A schedule line category,A
SAP_SD_593,SAP Engineer,Medium,SD,What is a pricing procedure in SD?,Sequence of condition types used to calculate net price for a customer,A payment term,A credit limit,A delivery priority,A
SAP_SD_594,SAP Engineer,Medium,SD,What is a condition record in SD?,"Stored pricing data (price, discount) for a specific condition type",A pricing procedure,A condition type,A sales condition,A
SAP_SD_595,SAP Engineer,Medium,SD,What is transaction VK11?,Create Condition Records for pricing,Display condition records,Change condition records,Delete condition records,A
SAP_SD_596,SAP Engineer,Medium,SD,What is availability check (ATP) in SD?,Checks if material can be delivered on requested date,A credit check,A pricing check,A stock check only,A
SAP_SD_597,SAP Engineer,Medium,SD,What is ATP (Available-To-Promise)?,Quantity of material confirmed for customer delivery on a date,Safety stock,Reorder point,Total stock,A
SAP_SD_598,SAP Engineer,Medium,SD,What is credit management in SD?,Controls customer credit limit and blocks orders exceeding limit,Dunning management,Payment management,Pricing management,A
SAP_SD_599,SAP Engineer,Medium,SD,What is a credit block in SD?,Sales order blocked because customer has exceeded credit limit,A payment block,A delivery block,A billing block,A
SAP_SD_600,SAP Engineer,Hard,SD,What is transaction VKM1?,Credit Management: Blocked Sales Documents,Check credit limit,Release blocked orders,Change credit limit,A
SAP_SD_601,SAP Engineer,Medium,SD,What is a delivery block?,Prevents a delivery from being created for a sales order line,A billing block,A credit block,A picking block,A
SAP_SD_602,SAP Engineer,Medium,SD,What is a billing block?,Prevents invoice creation for a sales order or delivery,A delivery block,A credit block,A GI block,A
SAP_SD_603,SAP Engineer,Medium,SD,What is a customer account group?,Controls which fields are required/displayed in customer master,A customer type,A partner function,A pricing group,A
SAP_SD_604,SAP Engineer,Hard,SD,What is a material determination in SD?,Automatic substitution of one material for another in sales order,A material listing,A material exclusion,A material proposal,A
SAP_SD_605,SAP Engineer,Hard,SD,What is a material listing?,Restricts which materials a customer can buy,Material exclusion,Material determination,Material substitution,A
SAP_SD_606,SAP Engineer,Hard,SD,What is a material exclusion?,Prevents a customer from ordering specific materials,Material listing,Material determination,Material substitution,A
SAP_SD_607,SAP Engineer,Hard,SD,What is a free goods determination?,Automatically adds free (no-charge) items to sales order based on order quantity,Pricing determination,Condition determination,Discount determination,A
SAP_SD_608,SAP Engineer,Medium,SD,What is a route in SD?,Delivery path from shipping point to customer location,A delivery type,A transport route,A picking route,A
SAP_SD_609,SAP Engineer,Easy,SD,What is a shipping point?,Organizational unit from which goods are shipped,A storage location,A plant,A warehouse,A
SAP_SD_610,SAP Engineer,Hard,SD,What is a loading point?,Sub-unit of shipping point indicating where goods are loaded,A shipping point,A storage location,A plant,A
SAP_SD_611,SAP Engineer,Easy,SD,What is a picking in WM/SD?,Physical removal of goods from storage to prepare for shipment,Packing,Loading,Transferring,A
SAP_SD_612,SAP Engineer,Easy,SD,What is packing in SD?,Putting goods into packaging materials before delivery,Picking,Loading,Shipping,A
SAP_SD_613,SAP Engineer,Medium,SD,What is a transport in SD?,Grouping of deliveries for actual shipment,A delivery,A route,A transfer order,A
SAP_SD_614,SAP Engineer,Medium,SD,What is a pro forma invoice?,Invoice for customs/shipping purposes without actual billing impact,Commercial invoice,Credit invoice,Debit invoice,A
SAP_SD_615,SAP Engineer,Hard,SD,What is revenue recognition in SD?,Process of recording revenue when earned (not just when billed),A billing process,A pricing process,An AR process,A
SAP_SD_616,SAP Engineer,Medium,SD,What is a sales document type?,"Controls the behavior of a sales transaction (OR, QT, CR, DR...)",A document flow,A billing type,A partner type,A
SAP_SD_617,SAP Engineer,Hard,SD,What is document category in SD?,"Groups sales document types (order, inquiry, contract, etc.)",A document type,A document flow,A condition category,A
SAP_SD_618,SAP Engineer,Medium,SD,What is a schedule line in SD?,Confirms delivery quantity and date for a sales order line item,A line item,A delivery item,A billing item,A
SAP_SD_619,SAP Engineer,Easy,SD,What is the document flow in SD?,Linked chain of documents (order → delivery → billing) for traceability,A pricing procedure,A condition type,A partner function,A
SAP_SD_620,SAP Engineer,Easy,SD,What is transaction VA03?,Display Sales Order,Change sales order,Create sales order,Copy sales order,A
SAP_SD_621,SAP Engineer,Easy,SD,What is transaction VF03?,Display Billing Document,Create billing,Change billing,Cancel billing,A
SAP_SD_622,SAP Engineer,Hard,SD,What is transaction VL33N?,Change Inbound Delivery,Create inbound delivery,Display inbound delivery,Create outbound delivery,A
SAP_SD_623,SAP Engineer,Medium,SD,What is an inbound delivery in SAP?,Document for goods being received from vendor or customer return,Outbound delivery,Transfer delivery,Billing delivery,A
SAP_SD_624,SAP Engineer,Medium,SD,What is a returns delivery?,Delivery document for goods being returned from customer,Outbound delivery,Inbound delivery,Transfer delivery,A
SAP_SD_625,SAP Engineer,Hard,SD,What is rebate processing in SD?,Retroactive discount paid to customer based on cumulative sales,A standard discount,A one-time discount,A pricing condition,A
SAP_SD_626,SAP Engineer,Hard,SD,What is transaction VBO1?,Create Rebate Agreement,Change rebate,Display rebate,Close rebate,A
SAP_SD_627,SAP Engineer,Hard,SD,What is customer hierarchy in SD?,Tree structure of related customers for pricing and reporting,A partner function structure,A sales area structure,A billing structure,A
SAP_SD_628,SAP Engineer,Easy,SD,What is a payment term in SD?,"Conditions for payment (due date, discount for early payment)",A delivery term,A pricing term,A credit term,A
SAP_SD_629,SAP Engineer,Medium,SD,What is Incoterms in SD?,International trade terms defining responsibility for delivery and risk,Payment terms,Pricing conditions,Tax conditions,A
SAP_SD_630,SAP Engineer,Medium,SD,What is tax determination in SD?,Automatic determination of tax code and amount for billing,Pricing determination,Condition determination,Delivery determination,A
SAP_SD_631,SAP Engineer,Hard,SD,What is VBAK table in SAP SD?,Sales order header data,Sales order line items,Delivery header,Billing header,A
SAP_SD_632,SAP Engineer,Hard,SD,What is VBAP table?,Sales order line item data,Sales order header,Delivery items,Billing items,A
SAP_SD_633,SAP Engineer,Hard,SD,What is LIKP table?,Delivery document header data,Delivery line items,Sales order header,Billing header,A
SAP_SD_634,SAP Engineer,Hard,SD,What is LIPS table?,Delivery document item data,Delivery header,Sales order items,Billing items,A
SAP_SD_635,SAP Engineer,Hard,SD,What is VBRK table?,Billing document header,Billing items,Sales order header,Delivery header,A
SAP_SD_636,SAP Engineer,Hard,SD,What is VBRP table?,Billing document item data,Billing header,Delivery items,Sales order items,A
SAP_SD_637,SAP Engineer,Hard,SD,What is a sales representative in SD partner functions?,Employee responsible for the customer account (Sales Rep — VE),Order placer,Delivery address,Invoice recipient,A
SAP_SD_638,SAP Engineer,Hard,SD,What is batch split in SD?,Delivering a sales order quantity from multiple batches,A partial delivery,A returns split,A billing split,A
SAP_SD_639,SAP Engineer,Medium,SD,What is a rush order?,Sales order type where delivery and billing are combined immediately,A standard order,A cash sale,A consignment order,A
SAP_SD_640,SAP Engineer,Medium,SD,What is a cash sale in SD?,Order where delivery and billing are immediately printed and processed,A rush order,A standard order,A consignment order,A
SAP_SD_641,SAP Engineer,Hard,SD,What is a consignment issue?,Goods issued from consignment stock to a customer,A consignment fill-up,A consignment return,A consignment order,A
SAP_SD_642,SAP Engineer,Hard,SD,What is the copy control in SD?,Configuration defining how data is copied from one document type to another,A pricing control,A document type,A condition type,A
SAP_SD_643,SAP Engineer,Hard,SD,What is a contract release order?,Sales order releasing specific quantities from a sales contract,A standard order,A returns order,A billing request,A
SAP_SD_644,SAP Engineer,Medium,SD,What is transaction XD01?,Create Customer (centrally — FI + SD views),Create customer in SD only,Create customer in FI only,Change customer,A
SAP_SD_645,SAP Engineer,Medium,SD,What is transaction VD01?,Create Customer in SD (Sales and Distribution views only),Create centrally,Create in FI only,Change customer,A
SAP_SD_646,SAP Engineer,Medium,SD,What is a sold-to/ship-to relationship?,Different customers can have same sold-to but different ship-to addresses,Same customer always,Billing relationship,Contract relationship,A
SAP_SD_647,SAP Engineer,Hard,SD,What is a text determination in SD?,Automatic copying of texts into sales documents from master data,A pricing procedure,A route determination,A partner determination,A
SAP_SD_648,SAP Engineer,Hard,SD,What is the output determination in SD?,"Controls which output (print, email, EDI) is generated for a document",A condition type,A pricing procedure,A text determination,A
SAP_SD_649,SAP Engineer,Hard,SD,What is message/output type RDOO?,Order Confirmation output type in SAP SD,Delivery note output,Invoice output,Packing list output,A
SAP_SD_650,SAP Engineer,Hard,SD,What is ATP categories in SAP?,"Elements contributing to ATP quantity (stock, receipts, requirements)",Stock types,Movement types,Condition types,A
SAP_SD_651,SAP Engineer,Medium,SD,What is a delivery priority in SD?,Controls sequence of deliveries when resources are limited,A credit priority,A billing priority,A pricing priority,A
SAP_SD_652,SAP Engineer,Medium,SD,What is the goods issue date in SD?,Date when goods are physically removed from storage for delivery,Delivery date,Billing date,Posting date,A
SAP_SD_653,SAP Engineer,Medium,SD,What is transaction VA05?,List of Sales Orders,List of deliveries,List of billing documents,List of quotations,A
SAP_SD_654,SAP Engineer,Medium,SD,What is transaction VF05?,List of Billing Documents,List of sales orders,List of deliveries,List of credit memos,A
